blockid,dist2midblk,rl_blk_mid_emp,rl_blk_mid_the,session_id,MDHM,Date,jul_day,Time,start_hr,obs_hour,dur_hr,ID,treatment,species,num_idv,obs,foraging,block,block_ns,platform_bearing,tide_dist,tide_ht,fish,block_fac,x,y,idv_rl
1N,55.5,137.0159374839402,147.11414033754647,T026,8_19_10_46,2020-08-19,25,10:46:00,10,10,0.5,566,ON,HS,1,LB,0,1,N,270,46,-0.41,520,1,-8.450062914116736e-15,46,139.02558492427124
1N,55.5,137.0159374839402,147.11414033754647,T026,8_19_10_53,2020-08-19,25,10:53:00,10,10,0.5,568,ON,HS,3,LB,0,1,N,280,42,-0.46,520,1,7.293223462011059,41.36192562651274,139.9993764419003
1N,55.5,137.0159374839402,147.11414033754647,T027,8_19_11_16,2020-08-19,25,11:16:00,11,11,0.5,572,ON,HS,1,LB,0,1,N,25,41,-0.59,520,1,37.15861926850265,-17.327348731368676,140.25732447574273
1N,55.5,137.0159374839402,147.11414033754647,T027,8_19_11_19,2020-08-19,25,11:19:00,11,11,0.5,574,ON,HS,1,LB,0,1,N,23,41,-0.6,520,1,37.740698991550055,-16.019976268060226,140.25732447574273
1N,55.5,137.0159374839402,147.11414033754647,T027,8_19_11_27,2020-08-19,25,11:27:00,11,11,0.5,578,ON,HS,1,LB,0,1,N,320,41,-0.62,520,1,31.407822167878095,26.354291997148124,140.25732447574273
1N,55.5,137.0159374839402,147.11414033754647,T031,8_19_14_45,2020-08-19,25,14:45:00,14,14,0.5,611,ON,HS,1,LB,0,1,N,305,53,1.14,520,1,30.39955112660544,43.41505834731657,137.5093116942173
1N,55.5,137.0159374839402,147.11414033754647,T033,8_20_11_2,2020-08-20,26,11:02:00,10,11,0.5,635,ON,HS,1,EA,0,1,N,NA,39,-0.02,333,1,NA,NA,140.79265229178847
1N,55.5,137.0159374839402,147.11414033754647,T036,8_20_13_43,2020-08-20,26,13:43:00,13,13,0.5,666,ON,HS,1,LB,0,1,N,231,76,-0.14,333,1,-47.828349719787674,59.063093070729764,133.65102936887746
1N,55.5,137.0159374839402,147.11414033754647,T036,8_20_14_0,2020-08-20,26,14:00:00,13,14,0.5,668,ON,HS,1,LB,0,1,N,301,40,0.03,333,1,20.60152299640216,34.286692028084495,140.52164223629293
1N,55.5,137.0159374839402,147.11414033754647,T038,8_20_15_50,2020-08-20,26,15:50:00,15,15,0.5,679,ON,HS,2,LB,0,1,N,350,50,1.63,333,1,49.2403876506104,8.68240888334652,138.13304104843877
1N,55.5,137.0159374839402,147.11414033754647,T039,8_21_10_49,2020-08-21,27,10:49:00,10,10,0.5,692,ON,HS,2,LB,0,1,N,80,49,0.92,585,1,8.50876070567959,-48.255579897598196,138.3492974018592
1N,55.5,137.0159374839402,147.11414033754647,T040,8_21_12_8,2020-08-21,27,12:08:00,13,12,0.5,693,ON,HS,2,LB,0,1,N,80,50,0.02,585,1,8.68240888334652,-49.2403876506104,138.13304104843877
1N,55.5,137.0159374839402,147.11414033754647,T040,8_21_13_43,2020-08-21,27,13:43:00,13,13,0.5,694,ON,HS,2,LB,0,1,N,80,50,-0.19,585,1,8.68240888334652,-49.2403876506104,138.13304104843877
1N,55.5,137.0159374839402,147.11414033754647,C009,8_22_11_8,2020-08-22,28,11:08:00,11,11,0.5,703,ON,HS,2,AC,0,1,N,50,64,1.51,296,1,41.13840701993852,-49.02684435961459,135.49057044192446
1N,55.5,137.0159374839402,147.11414033754647,C009,8_22_11_12,2020-08-22,28,11:12:00,11,11,0.5,704,ON,HS,1,AC,1,1,N,52,50,1.46,296,1,30.783073766282914,-39.40053768033609,138.13304104843877
1N,55.5,137.0159374839402,147.11414033754647,C009,8_22_11_21,2020-08-22,28,11:21:00,11,11,0.5,706,ON,HS,1,AC,0,1,N,62,51,1.35,296,1,23.943049702080433,-45.030327235805274,137.92106728175938
1N,55.5,137.0159374839402,147.11414033754647,C010,8_22_11_56,2020-08-22,28,11:56:00,11,11,0.5,712,OFF,HS,1,AC,0,1,N,44,64,0.94,296,1,46.037747221673676,-44.458135709375824,135.49057044192446
1N,55.5,137.0159374839402,147.11414033754647,C010,8_22_12_6,2020-08-22,28,12:06:00,11,12,0.5,719,OFF,HS,1,AC,0,1,N,50,60,0.83,296,1,38.56725658119236,-45.96266658713868,136.18141177407878
1N,55.5,137.0159374839402,147.11414033754647,C010,8_22_12_17,2020-08-22,28,12:17:00,11,12,0.5,723,OFF,HS,1,AC,0,1,N,38,47,0.71,296,1,37.036505419515926,-28.93608934030594,138.79537550511264
1N,55.5,137.0159374839402,147.11414033754647,C010,8_22_12_20,2020-08-22,28,12:20:00,11,12,0.5,724,OFF,HS,1,AC,0,1,N,38,51,0.68,296,1,40.18854843394282,-31.398735241608573,137.92106728175938
1N,55.5,137.0159374839402,147.11414033754647,C011,8_22_12_44,2020-08-22,28,12:44:00,12,12,0.5,726,OFF,HS,2,LB,0,1,N,290,46,0.46,296,1,15.732926592980776,43.22586055615178,139.02558492427124
1N,55.5,137.0159374839402,147.11414033754647,C011,8_22_12_57,2020-08-22,28,12:57:00,12,12,0.5,733,OFF,HS,1,LB,0,1,N,320,42,0.36,296,1,32.173866610997074,26.997079606834664,139.9993764419003
1N,55.5,137.0159374839402,147.11414033754647,C011,8_22_13_3,2020-08-22,28,13:03:00,12,13,0.5,736,OFF,HS,1,LB,0,1,N,320,46,0.32,296,1,35.23804438347298,29.568230045580822,139.02558492427124
1N,55.5,137.0159374839402,147.11414033754647,C011,8_22_13_7,2020-08-22,28,13:07:00,12,13,0.5,737,OFF,HS,1,LB,0,1,N,345,54,0.3,296,1,52.15999461960969,13.976228435536116,137.30922501972725
1N,55.5,137.0159374839402,147.11414033754647,C012,8_22_13_25,2020-08-22,28,13:25:00,13,13,0.5,740,OFF,HS,1,LB,0,1,N,320,54,0.21,296,1,41.366399928424805,34.71053092307314,137.30922501972725
1N,55.5,137.0159374839402,147.11414033754647,C012,8_22_13_28,2020-08-22,28,13:28:00,13,13,0.5,742,OFF,HS,1,LB,0,1,N,317,52,0.2,296,1,38.030392484196874,35.46391472324991,137.71320977178
1N,55.5,137.0159374839402,147.11414033754647,T041,8_24_13_45,2020-08-24,30,13:45:00,13,13,0.5,768,ON,HS,1,LB,0,1,N,305,63,1.63,248,1,36.1353154901159,51.606578790206484,135.65914597968617
1N,55.5,137.0159374839402,147.11414033754647,C015,8_27_18_18,2020-08-27,33,18:18:00,18,18,0.5,786,OFF,HS,1,LB,0,1,N,345,39,2.35,227,1,37.671107225273666,10.093942758998306,140.79265229178847
1N,55.5,137.0159374839402,147.11414033754647,C015,8_27_18_20,2020-08-27,33,18:20:00,18,18,0.5,787,OFF,HS,1,LB,0,1,N,350,52,2.34,227,1,51.21000315663482,9.02970523868038,137.71320977178
1N,55.5,137.0159374839402,147.11414033754647,T046,9_2_14_23,2020-09-02,39,14:23:00,14,14,0.5,836,ON,HS,1,AB,0,1,N,340,49,1.16,145,1,46.04493841850951,16.758987022957758,138.3492974018592
1N,55.5,137.0159374839402,147.11414033754647,T047,9_2_15_39,2020-09-02,39,15:39:00,15,15,0.5,857,ON,HS,1,AB,0,1,N,NA,44,2.15,145,1,NA,NA,139.50141105616513
1N,55.5,137.0159374839402,147.11414033754647,T047,9_2_15_51,2020-09-02,39,15:51:00,15,15,0.5,861,ON,HS,1,AB,0,1,N,NA,57,2.3,145,1,NA,NA,136.73047188888592
1N,55.5,137.0159374839402,147.11414033754647,T048,9_3_11_4,2020-09-03,40,11:04:00,10,11,0.5,865,ON,HS,1,AB,0,1,N,345,52,0.49,407,1,50.22814296703155,13.458590345331075,137.71320977178
1N,55.5,137.0159374839402,147.11414033754647,T050,9_3_12_19,2020-09-03,40,12:19:00,12,12,0.5,893,ON,HS,1,AB,0,1,N,320,37,0.17,407,1,28.343644395402183,23.783141558401965,141.35616794615436
1N,55.5,137.0159374839402,147.11414033754647,T050,9_3_12_43,2020-09-03,40,12:43:00,12,12,0.5,901,ON,HS,1,AB,0,1,N,340,62,0.2,407,1,58.26094248872632,21.20524888619145,135.83041884023305
1N,55.5,137.0159374839402,147.11414033754647,T051,9_3_13_46,2020-09-03,40,13:46:00,13,13,0.5,905,ON,HS,1,AB,0,1,N,0,51,0.54,407,1,51,-0,137.92106728175938
1N,55.5,137.0159374839402,147.11414033754647,T052,9_3_14_20,2020-09-03,40,14:20:00,14,14,0.5,917,ON,HS,1,AB,0,1,N,0,42,0.87,407,1,42,-0,139.9993764419003
1N,55.5,137.0159374839402,147.11414033754647,T052,9_3_14_39,2020-09-03,40,14:39:00,14,14,0.5,926,ON,HS,1,AB,0,1,N,335,54,1.08,407,1,48.940620499979104,22.821386133997756,137.30922501972725
1N,55.5,137.0159374839402,147.11414033754647,T053,9_3_15_34,2020-09-03,40,15:34:00,15,15,0.5,942,ON,HS,1,AB,0,1,N,330,50,1.76,407,1,43.30127018922192,25.00000000000002,138.13304104843877
1N,55.5,137.0159374839402,147.11414033754647,T054,9_3_15_41,2020-09-03,40,15:41:00,15,15,0.5,943,ON,HS,1,AB,0,1,N,10,35,1.85,407,1,34.468271355427284,-6.077686218342562,141.95100571626028
1N,55.5,137.0159374839402,147.11414033754647,T054,9_3_16_6,2020-09-03,40,16:06:00,15,16,0.5,948,ON,HS,1,AB,0,1,N,5,41,2.16,407,1,40.84398262176157,-3.573385452653985,140.25732447574273
1N,55.5,137.0159374839402,147.11414033754647,T055,9_4_11_40,2020-09-04,41,11:40:00,11,11,0.5,958,ON,HS,1,AB,0,1,N,350,40,0.71,195,1,39.39231012048832,6.945927106677216,140.52164223629293
1N,55.5,137.0159374839402,147.11414033754647,T058,9_4_13_38,2020-09-04,41,13:38:00,13,13,0.5,980,ON,HS,1,AB,0,1,N,0,40,0.51,195,1,40,-0,140.52164223629293
1N,55.5,137.0159374839402,147.11414033754647,T058,9_4_13_41,2020-09-04,41,13:41:00,13,13,0.5,982,ON,HS,1,AB,0,1,N,350,41,0.52,195,1,40.37711787350053,7.119575284344146,140.25732447574273
1N,55.5,137.0159374839402,147.11414033754647,T058,9_4_13_45,2020-09-04,41,13:45:00,13,13,0.5,984,ON,HS,2,AB,0,1,N,345,64,0.54,195,1,61.81925288250037,16.564418886561324,135.49057044192446
1N,55.5,137.0159374839402,147.11414033754647,T059,9_4_15_8,2020-09-04,41,15:08:00,15,15,0.5,993,ON,HS,2,AB,0,1,N,355,43,1.22,195,1,42.83637201794506,3.7476969381493075,139.74749834041017
1N,55.5,137.0159374839402,147.11414033754647,T059,9_4_15_22,2020-09-04,41,15:22:00,15,15,0.5,999,ON,HS,1,AB,0,1,N,5,52,1.37,195,1,51.80212430077077,-4.532098622878225,137.71320977178
1N,55.5,137.0159374839402,147.11414033754647,T061,9_4_16_26,2020-09-04,41,16:26:00,16,16,0.5,1008,ON,HS,1,AB,0,1,N,10,40,2.11,195,1,39.39231012048832,-6.945927106677213,140.52164223629293
1N,55.5,137.0159374839402,147.11414033754647,T061,9_4_16_26,2020-09-04,41,16:26:00,16,16,0.5,1009,ON,HS,1,AB,0,1,N,355,39,2.11,195,1,38.85159322557808,3.3990739671586745,140.79265229178847
1N,55.5,137.0159374839402,147.11414033754647,T061,9_4_16_28,2020-09-04,41,16:28:00,16,16,0.5,1012,ON,HS,1,AB,0,1,N,355,48,2.13,195,1,47.81734550840379,4.1834756518875995,138.57001296193295
1N,55.5,137.0159374839402,147.11414033754647,T061,9_4_16_31,2020-09-04,41,16:31:00,16,16,0.5,1013,ON,HS,2,AB,0,1,N,0,41,2.17,195,1,41,-0,140.25732447574273
1N,55.5,137.0159374839402,147.11414033754647,T061,9_4_16_35,2020-09-04,41,16:35:00,16,16,0.5,1015,ON,HS,1,AB,0,1,N,0,59,2.21,195,1,59,-0,136.36132063785044
1N,55.5,137.0159374839402,147.11414033754647,T061,9_4_16_50,2020-09-04,41,16:50:00,16,16,0.5,1023,ON,HS,1,AB,0,1,N,0,40,2.38,195,1,40,-0,140.52164223629293
1N,55.5,137.0159374839402,147.11414033754647,C019,9_5_12_3,2020-09-05,42,12:03:00,11,12,0.5,1054,OFF,HS,1,AB,0,1,N,15,54,1.06,65,1,52.15999461960969,-13.97622843553612,137.30922501972725
1N,55.5,137.0159374839402,147.11414033754647,C023,9_5_15_45,2020-09-05,42,15:45:00,15,15,0.5,1108,OFF,HS,1,AB,0,1,N,330,51,1.46,65,1,44.16729559300636,25.50000000000002,137.92106728175938
1N,55.5,137.0159374839402,147.11414033754647,T064,9_6_11_50,2020-09-06,43,11:50:00,11,11,0.5,1124,ON,HS,1,LB,0,1,N,342,54,1.69,164,1,51.35705187993829,16.68691769624717,137.30922501972725
1N,55.5,137.0159374839402,147.11414033754647,T064,9_6_12_15,2020-09-06,43,12:15:00,11,12,0.5,1129,ON,HS,1,LB,0,1,N,17,49,1.51,164,1,46.85893304218874,-14.326213531414101,138.3492974018592
1N,55.5,137.0159374839402,147.11414033754647,T066,9_6_13_15,2020-09-06,43,13:15:00,13,13,0.5,1139,ON,HS,1,LB,0,1,N,29,56,1.16,164,1,48.97870359980616,-27.149338733794874,136.9199339218918
1N,55.5,137.0159374839402,147.11414033754647,T066,9_6_13_20,2020-09-06,43,13:20:00,13,13,0.5,1141,ON,HS,1,LB,0,1,N,25,57,1.14,164,1,51.65954386108905,-24.08924091921987,136.73047188888592
1N,55.5,137.0159374839402,147.11414033754647,T067,9_6_13_59,2020-09-06,43,13:59:00,13,13,0.5,1152,ON,HS,1,LB,0,1,N,30,44,1.06,164,1,38.105117766515306,-21.999999999999996,139.50141105616513
1N,55.5,137.0159374839402,147.11414033754647,T067,9_6_14_6,2020-09-06,43,14:06:00,13,14,0.5,1157,ON,HS,1,LB,0,1,N,11,71,1.05,164,1,69.69553002478415,-13.547438671734682,134.37949578516992
1N,55.5,137.0159374839402,147.11414033754647,T067,9_6_14_12,2020-09-06,43,14:12:00,13,14,0.5,1159,ON,HS,1,LB,0,1,N,23,52,1.05,164,1,47.8662523795269,-20.318018681442236,137.71320977178
1N,55.5,137.0159374839402,147.11414033754647,T067,9_6_14_17,2020-09-06,43,14:17:00,13,14,0.5,1160,ON,HS,1,LB,0,1,N,0,46,1.06,164,1,46,-0,139.02558492427124
1N,55.5,137.0159374839402,147.11414033754647,T068,9_6_14_29,2020-09-06,43,14:29:00,14,14,0.5,1163,ON,HS,1,LB,0,1,N,6,52,1.07,164,1,51.71513855915021,-5.435480089917981,137.71320977178
1N,55.5,137.0159374839402,147.11414033754647,T068,9_6_14_31,2020-09-06,43,14:31:00,14,14,0.5,1165,ON,HS,1,LB,0,1,N,341,72,1.08,164,1,68.07733744315081,23.440907120915284,134.2297824997188
1N,55.5,137.0159374839402,147.11414033754647,T068,9_6_14_49,2020-09-06,43,14:49:00,14,14,0.5,1168,ON,HS,1,LB,0,1,N,33,53,1.13,164,1,44.44954010110747,-28.865868855796435,137.5093116942173
1N,55.5,137.0159374839402,147.11414033754647,T069,9_6_15_5,2020-09-06,43,15:05:00,15,15,0.5,1171,ON,HS,1,LB,0,1,N,18,62,1.19,164,1,58.96550401029952,-19.15905365124674,135.83041884023305
1N,55.5,137.0159374839402,147.11414033754647,T069,9_6_15_12,2020-09-06,43,15:12:00,15,15,0.5,1172,ON,HS,1,LB,0,1,N,32,62,1.22,164,1,52.57898196169841,-32.854994382458706,135.83041884023305
1N,55.5,137.0159374839402,147.11414033754647,T076,9_7_14_45,2020-09-07,44,14:45:00,14,14,0.5,1250,ON,HS,1,AC,0,1,N,2,40,1.41,181,1,39.97563308076383,-1.3959798681000388,140.52164223629293
1N,55.5,137.0159374839402,147.11414033754647,C025,9_9_9_55,2020-09-09,46,09:55:00,9,9,0.5,1268,ON,HS,1,AMB,0,1,N,335,67,2.59,270,1,60.722621731455554,28.315423536626845,135.00021026106796
1N,55.5,137.0159374839402,147.11414033754647,C025,9_9_10_9,2020-09-09,46,10:09:00,9,10,0.5,1279,ON,HS,1,AMB,1,1,N,14,71,2.64,270,1,68.89099656559576,-17.17645458757641,134.37949578516992
1N,55.5,137.0159374839402,147.11414033754647,C025,9_9_10_14,2020-09-09,46,10:14:00,9,10,0.5,1282,ON,HS,1,AMB,0,1,N,3,75,2.65,270,1,74.89721510659304,-3.9251967182207874,133.79281058622462
1N,55.5,137.0159374839402,147.11414033754647,C026,9_9_11_6,2020-09-09,46,11:06:00,11,11,0.5,1288,OFF,HS,1,AMB,0,1,N,343,47,2.73,270,1,44.94632353026266,13.741470121968645,138.79537550511264
1N,55.5,137.0159374839402,147.11414033754647,C026,9_9_11_10,2020-09-09,46,11:10:00,11,11,0.5,1289,OFF,HS,1,AMB,0,1,N,10,73,2.74,270,1,71.89096596989118,-12.676316969685914,134.08213429104006
1N,55.5,137.0159374839402,147.11414033754647,C026,9_9_11_21,2020-09-09,46,11:21:00,11,11,0.5,1295,OFF,HS,1,AMB,0,1,N,356,78,2.73,270,1,77.80999592026629,5.4410049520418005,133.37297930956584
1N,55.5,137.0159374839402,147.11414033754647,C027,9_9_12_18,2020-09-09,46,12:18:00,12,12,0.5,1313,OFF,HS,1,AB,0,1,N,0,33,2.66,270,1,33,-0,142.58085357617358
1N,55.5,137.0159374839402,147.11414033754647,C027,9_9_12_24,2020-09-09,46,12:24:00,12,12,0.5,1317,OFF,HS,1,AB,0,1,N,15,38,2.65,270,1,36.70518139898459,-9.835123713895788,141.07070235110007
1N,55.5,137.0159374839402,147.11414033754647,C028,9_9_12_44,2020-09-09,46,12:44:00,12,12,0.5,1324,OFF,HS,1,AB,1,1,N,5,44,2.6,270,1,43.8325667160368,-3.8348526808969594,139.50141105616513
1N,55.5,137.0159374839402,147.11414033754647,C028,9_9_12_54,2020-09-09,46,12:54:00,12,12,0.5,1331,OFF,HS,1,AB,0,1,N,340,33,2.57,270,1,31.00985648593498,11.286664729747063,142.58085357617358
1N,55.5,137.0159374839402,147.11414033754647,C028,9_9_12_57,2020-09-09,46,12:57:00,12,12,0.5,1334,OFF,HS,1,AB,0,1,N,5,53,2.56,270,1,52.79831899886251,-4.619254365625883,137.5093116942173
1N,55.5,137.0159374839402,147.11414033754647,C028,9_9_13_1,2020-09-09,46,13:01:00,12,13,0.5,1337,OFF,HS,1,AB,0,1,N,340,40,2.55,270,1,37.58770483143634,13.680805733026741,140.52164223629293
1N,55.5,137.0159374839402,147.11414033754647,C028,9_9_13_2,2020-09-09,46,13:02:00,12,13,0.5,1338,OFF,HS,1,AB,0,1,N,0,44,2.55,270,1,44,-0,139.50141105616513
1N,55.5,137.0159374839402,147.11414033754647,C028,9_9_13_4,2020-09-09,46,13:04:00,12,13,0.5,1339,OFF,HS,1,AB,0,1,N,10,47,2.54,270,1,46.28596439157378,-8.161464350345726,138.79537550511264
1N,55.5,137.0159374839402,147.11414033754647,C029,9_9_14_1,2020-09-09,46,14:01:00,13,14,0.5,1350,OFF,HS,1,AB,1,1,N,15,59,2.37,270,1,56.98962375105503,-15.270323661048725,136.36132063785044
1N,55.5,137.0159374839402,147.11414033754647,C030,9_9_14_23,2020-09-09,46,14:23:00,14,14,0.5,1353,OFF,HS,2,AB,0,1,N,5,49,2.3,270,1,48.81354020649553,-4.2706313946352505,138.3492974018592
1N,55.5,137.0159374839402,147.11414033754647,C030,9_9_14_25,2020-09-09,46,14:25:00,14,14,0.5,1355,OFF,HS,1,AB,1,1,N,0,59,2.3,270,1,59,-0,136.36132063785044
1N,55.5,137.0159374839402,147.11414033754647,C030,9_9_14_43,2020-09-09,46,14:43:00,14,14,0.5,1365,OFF,HS,1,AB,0,1,N,5,49,2.24,270,1,48.81354020649553,-4.2706313946352505,138.3492974018592
1N,55.5,137.0159374839402,147.11414033754647,C030,9_9_14_44,2020-09-09,46,14:44:00,14,14,0.5,1366,OFF,HS,1,AB,0,1,N,10,54,2.24,270,1,53.17961866265923,-9.377001594014239,137.30922501972725
1N,55.5,137.0159374839402,147.11414033754647,C030,9_9_14_46,2020-09-09,46,14:46:00,14,14,0.5,1368,OFF,HS,1,AB,0,1,N,355,39,2.23,270,1,38.85159322557808,3.3990739671586745,140.79265229178847
1N,55.5,137.0159374839402,147.11414033754647,C030,9_9_14_47,2020-09-09,46,14:47:00,14,14,0.5,1369,OFF,HS,1,AB,0,1,N,10,58,2.23,270,1,57.118849674708066,-10.071594304681959,136.54430501533855
1N,55.5,137.0159374839402,147.11414033754647,C031,9_9_15_6,2020-09-09,46,15:06:00,14,15,0.5,1379,OFF,HS,1,AB,0,1,N,0,52,2.18,270,1,52,-0,137.71320977178
1N,55.5,137.0159374839402,147.11414033754647,C031,9_9_15_9,2020-09-09,46,15:09:00,14,15,0.5,1380,OFF,HS,3,AB,0,1,N,5,59,2.17,270,1,58.775487187412985,-5.142188822111832,136.36132063785044
1N,55.5,137.0159374839402,147.11414033754647,C031,9_9_15_11,2020-09-09,46,15:11:00,14,15,0.5,1382,OFF,HS,1,AB,0,1,N,10,52,2.17,270,1,51.21000315663482,-9.029705238680377,137.71320977178
1N,55.5,137.0159374839402,147.11414033754647,C031,9_9_15_14,2020-09-09,46,15:14:00,14,15,0.5,1384,OFF,HS,1,AB,0,1,N,5,45,2.16,270,1,44.82876141412855,-3.9220084236446175,139.26085429408727
1N,55.5,137.0159374839402,147.11414033754647,C031,9_9_15_24,2020-09-09,46,15:24:00,14,15,0.5,1391,OFF,HS,1,AB,0,1,N,0,33,2.14,270,1,33,-0,142.58085357617358
1N,55.5,137.0159374839402,147.11414033754647,T082,9_10_11_56,2020-09-10,47,11:56:00,11,11,0.5,1420,ON,HS,1,AMB,0,1,N,307,45,2.74,728,1,27.081676041842158,35.93859795212819,139.26085429408727
1N,55.5,137.0159374839402,147.11414033754647,T084,9_10_13_26,2020-09-10,47,13:26:00,13,13,0.5,1441,ON,HS,1,AMB,0,1,N,324,45,2.74,728,1,36.40576474687263,26.450336353161298,139.26085429408727
2S,74.5,133.86441169209766,144.55687454503413,B009,8_10_15_37,2020-08-10,16,15:37:00,15,15,0.5,48,OFF,HS,1,LB,0,2,S,NA,72,1.41,849,2,NA,NA,134.2297824997188
2S,74.5,133.86441169209766,144.55687454503413,B010,8_11_14_0,2020-08-11,17,14:00:00,13,14,0.5,67,OFF,HS,2,LB,0,2,S,NA,55,2.19,891,2,NA,NA,137.11280986831096
2S,74.5,133.86441169209766,144.55687454503413,B012,8_11_16_7,2020-08-11,17,16:07:00,16,16,0.5,105,OFF,HS,1,LB,0,2,S,NA,47,1.85,891,2,NA,NA,138.79537550511264
2S,74.5,133.86441169209766,144.55687454503413,B012,8_11_16_11,2020-08-11,17,16:11:00,16,16,0.5,107,OFF,HS,1,LB,0,2,S,NA,65,1.84,891,2,NA,NA,135.32460858392582
2S,74.5,133.86441169209766,144.55687454503413,B013,8_12_11_32,2020-08-12,18,11:32:00,11,11,0.5,125,OFF,HS,1,LB,0,2,S,NA,49,2.28,137,2,NA,NA,138.3492974018592
2S,74.5,133.86441169209766,144.55687454503413,B013,8_12_11_37,2020-08-12,18,11:37:00,11,11,0.5,126,OFF,HS,1,LB,0,2,S,NA,65,2.31,137,2,NA,NA,135.32460858392582
2S,74.5,133.86441169209766,144.55687454503413,B013,8_12_11_46,2020-08-12,18,11:46:00,11,11,0.5,129,OFF,HS,1,LB,1,2,S,NA,53,2.34,137,2,NA,NA,137.5093116942173
2S,74.5,133.86441169209766,144.55687454503413,B013,8_12_11_47,2020-08-12,18,11:47:00,11,11,0.5,130,OFF,HS,1,LB,0,2,S,NA,63,2.34,137,2,NA,NA,135.65914597968617
2S,74.5,133.86441169209766,144.55687454503413,B013,8_12_11_51,2020-08-12,18,11:51:00,11,11,0.5,131,OFF,HS,2,LB,0,2,S,NA,48,2.36,137,2,NA,NA,138.57001296193295
2S,74.5,133.86441169209766,144.55687454503413,B013,8_12_11_51,2020-08-12,18,11:51:00,11,11,0.5,132,OFF,HS,1,LB,1,2,S,NA,95,2.36,137,2,NA,NA,131.26242818102327
2S,74.5,133.86441169209766,144.55687454503413,B014,8_12_13_39,2020-08-12,18,13:39:00,13,13,0.5,139,OFF,HS,1,LB,0,2,S,NA,49,2.52,137,2,NA,NA,138.3492974018592
2S,74.5,133.86441169209766,144.55687454503413,B016,8_13_10_37,2020-08-13,19,10:37:00,10,10,0.5,158,OFF,HS,2,LB,0,2,S,NA,83,1.53,202,2,NA,NA,132.70790050589153
2S,74.5,133.86441169209766,144.55687454503413,B016,8_13_10_46,2020-08-13,19,10:46:00,10,10,0.5,162,OFF,HS,1,LB,0,2,S,NA,56,1.6,202,2,NA,NA,136.9199339218918
2S,74.5,133.86441169209766,144.55687454503413,B016,8_13_10_47,2020-08-13,19,10:47:00,10,10,0.5,163,OFF,HS,1,LB,0,2,S,NA,59,1.61,202,2,NA,NA,136.36132063785044
2S,74.5,133.86441169209766,144.55687454503413,B016,8_13_10_57,2020-08-13,19,10:57:00,10,10,0.5,166,OFF,HS,1,LB,0,2,S,NA,39,1.69,202,2,NA,NA,140.79265229178847
2S,74.5,133.86441169209766,144.55687454503413,B017,8_13_11_19,2020-08-13,19,11:19:00,11,11,0.5,172,OFF,HS,1,LB,0,2,S,NA,97,1.87,202,2,NA,NA,131.03941333506023
2S,74.5,133.86441169209766,144.55687454503413,B017,8_13_11_23,2020-08-13,19,11:23:00,11,11,0.5,173,OFF,HS,1,LB,0,2,S,NA,63,1.9,202,2,NA,NA,135.65914597968617
2S,74.5,133.86441169209766,144.55687454503413,B017,8_13_11_25,2020-08-13,19,11:25:00,11,11,0.5,174,OFF,HS,2,LB,0,2,S,NA,48,1.92,202,2,NA,NA,138.57001296193295
2S,74.5,133.86441169209766,144.55687454503413,B018,8_13_12_1,2020-08-13,19,12:01:00,12,12,0.5,184,OFF,HS,3,LB,1,2,S,NA,81,2.17,202,2,NA,NA,132.96899455751313
2S,74.5,133.86441169209766,144.55687454503413,B018,8_13_12_3,2020-08-13,19,12:03:00,12,12,0.5,186,OFF,HS,1,LB,0,2,S,NA,96,2.19,202,2,NA,NA,131.1503399797103
2S,74.5,133.86441169209766,144.55687454503413,B018,8_13_12_14,2020-08-13,19,12:14:00,12,12,0.5,191,OFF,HS,1,LB,0,2,S,NA,100,2.26,202,2,NA,NA,130.71336806621613
2S,74.5,133.86441169209766,144.55687454503413,B020,8_13_14_23,2020-08-13,19,14:23:00,14,14,0.5,221,OFF,HS,1,LB,0,2,S,NA,63,2.71,202,2,NA,NA,135.65914597968617
2S,74.5,133.86441169209766,144.55687454503413,B021,8_13_14_49,2020-08-13,19,14:49:00,14,14,0.5,230,OFF,HS,1,LB,0,2,S,NA,92,2.73,202,2,NA,NA,131.6059119420486
2S,74.5,133.86441169209766,144.55687454503413,B021,8_13_14_55,2020-08-13,19,14:55:00,14,14,0.5,232,OFF,HS,1,LB,1,2,S,NA,63,2.73,202,2,NA,NA,135.65914597968617
2S,74.5,133.86441169209766,144.55687454503413,B021,8_13_15_1,2020-08-13,19,15:01:00,14,15,0.5,233,OFF,HS,3,LB,1,2,S,NA,66,2.74,202,2,NA,NA,135.16118059395097
2S,74.5,133.86441169209766,144.55687454503413,B021,8_13_15_10,2020-08-13,19,15:10:00,14,15,0.5,238,OFF,HS,1,LB,0,2,S,NA,76,2.74,202,2,NA,NA,133.65102936887746
2S,74.5,133.86441169209766,144.55687454503413,B021,8_13_15_13,2020-08-13,19,15:13:00,14,15,0.5,239,OFF,HS,2,LB,0,2,S,NA,85,2.74,202,2,NA,NA,132.45302357389673
2S,74.5,133.86441169209766,144.55687454503413,B023,8_14_13_49,2020-08-14,20,13:49:00,13,13,0.5,258,OFF,HS,1,LB,0,2,S,NA,97,2.61,632,2,NA,NA,131.03941333506023
